seq,gx,gy,gz,ax,ay,az,mx,my,mz
31720,0.613,-10.137,-0.245,1.45,0.05,-9.77,-9,-23,11
31721,0.247,-11.724,-0.062,1.45,0.05,-9.77,-9,-23,11
31722,0.247,-13.189,-0.001,1.45,-0.03,-9.77,-9,-29,11
31723,0.308,-14.348,0.060,1.45,-0.03,-9.77,-9,-29,11
31724,0.491,-15.203,0.182,1.45,-0.03,-9.77,-6,-22,12
31725,0.552,-15.203,0.182,1.38,0.05,-9.84,-6,-22,12
31726,0.430,-15.264,0.060,1.38,-0.03,-9.84,-12,-26,8
31727,0.003,-14.837,-0.184,1.30,-0.03,-9.84,-12,-26,8
31728,-0.119,-14.226,-0.245,1.30,-0.03,-9.84,-7,-25,9
31729,-0.241,-13.433,-0.367,1.22,-0.03,-9.92,-7,-25,9
31730,0.247,-12.517,-0.551,1.15,0.05,-9.92,-15,-23,9
31731,0.613,-11.602,-0.734,1.15,0.05,-9.92,-15,-23,9
31732,0.674,-11.480,-0.795,1.15,0.05,-9.92,-9,-21,9
31733,0.857,-11.846,-0.856,1.07,0.05,-9.92,-9,-21,9
31734,0.674,-12.456,-0.795,1.07,0.05,-9.92,-9,-21,11
31735,0.369,-13.189,-0.734,1.07,0.05,-9.92,-9,-21,11
31736,0.003,-13.921,-0.490,1.07,0.05,-9.92,-11,-21,9
31737,0.003,-14.470,-0.306,1.07,0.05,-9.92,-11,-21,9
31738,0.369,-15.020,-0.245,1.07,0.05,-9.92,-10,-24,12
31739,0.674,-15.020,-0.306,1.07,0.05,-9.92,-10,-24,12
31740,0.430,-14.592,-0.245,0.99,0.05,-9.84,-13,-19,7
31741,0.064,-14.226,-0.062,0.99,-0.03,-9.92,-13,-19,7
31742,-0.241,-13.433,-0.123,0.99,-0.03,-9.92,-8,-26,8
31743,0.064,-12.273,-0.062,0.92,-0.03,-9.92,-8,-26,8
31744,0.613,-10.869,-0.062,0.92,0.05,-9.92,-13,-17,11
31745,0.735,-9.526,-0.123,0.92,0.05,-9.92,-13,-17,11
31746,0.796,-8.611,-0.245,0.92,0.05,-9.92,-12,-20,8
31747,0.796,-7.878,-0.184,0.84,0.05,-9.92,-12,-20,8
31748,0.430,-7.451,-0.306,0.84,0.05,-9.92,-12,-20,8
31749,0.064,-7.085,-0.551,0.84,0.05,-9.92,-12,-20,8
31750,-0.119,-6.780,-0.795,0.84,0.05,-9.92,-9,-19,13
31751,0.064,-6.841,-0.856,0.92,0.05,-9.92,-9,-19,13
31752,0.064,-7.695,-0.734,0.92,0.05,-9.92,-16,-22,10
31753,0.247,-8.794,-0.673,0.92,0.05,-9.92,-16,-22,10
31754,0.064,-10.015,-0.673,0.99,0.05,-9.92,-8,-20,10
31755,0.186,-11.724,-0.306,0.99,0.05,-9.92,-8,-20,10
31756,0.369,-13.677,-0.306,0.99,0.05,-9.84,-11,-25,9
31757,0.613,-15.325,-0.367,1.07,0.05,-9.84,-11,-25,9
31758,0.552,-16.607,-0.490,1.07,0.05,-9.84,-7,-19,9
31759,0.613,-17.888,-0.367,1.07,0.05,-9.84,-7,-19,9
31760,0.674,-18.926,-0.184,1.07,0.05,-9.84,-3,-19,7
31761,0.491,-19.231,-0.306,0.99,0.05,-9.84,-3,-19,7
31762,0.247,-19.170,-0.184,0.99,0.05,-9.84,-12,-20,8
31763,-0.119,-18.987,-0.123,0.92,-0.03,-9.84,-12,-20,8
31764,0.003,-18.743,-0.001,0.92,-0.03,-9.84,-6,-20,10
31765,0.369,-17.949,-0.123,0.92,-0.03,-9.92,-6,-20,10
31766,0.552,-17.400,-0.245,0.84,-0.03,-9.92,-6,-22,4
31767,0.979,-17.156,-0.367,0.84,0.05,-9.92,-6,-22,4
31768,1.223,-17.217,-0.551,0.76,0.05,-9.92,-6,-18,4
31769,1.101,-17.461,-0.673,0.76,0.05,-9.92,-6,-18,4
31770,0.674,-17.888,-0.612,0.76,0.05,-9.92,-12,-12,14
31771,0.308,-18.255,-0.490,0.76,0.05,-9.92,-12,-12,14
31772,0.186,-18.743,-0.428,0.76,0.05,-9.92,-9,-11,3
31773,0.308,-18.865,-0.367,0.76,0.05,-9.92,-9,-11,3
31774,0.247,-18.743,-0.245,0.69,0.05,-9.84,-5,-13,11
31775,-0.058,-18.743,-0.184,0.69,0.05,-9.84,-5,-13,11
31776,0.064,-18.438,-0.245,0.69,0.05,-9.84,-9,-13,9
31777,0.247,-17.705,-0.123,0.61,0.05,-9.84,-9,-13,9
31778,0.430,-16.851,-0.184,0.61,0.05,-9.84,-9,-17,9
31779,0.552,-15.813,-0.184,0.61,0.05,-9.84,-9,-17,9
31780,0.796,-14.776,-0.062,0.53,0.05,-9.84,-14,-20,8
31781,0.979,-13.677,-0.123,0.53,-0.03,-9.84,-14,-20,8
31782,0.979,-12.822,-0.123,0.53,-0.03,-9.84,-8,-14,2
31783,0.674,-12.151,-0.062,0.53,-0.03,-9.84,-8,-14,2
31784,0.247,-11.602,-0.062,0.53,-0.03,-9.84,-8,-16,10
31785,-0.058,-11.235,0.121,0.53,-0.03,-9.84,-8,-16,10
31786,0.064,-10.991,0.182,0.53,0.05,-9.84,-7,-13,5
31787,0.186,-10.259,0.121,0.53,-0.03,-9.92,-7,-13,5
31788,0.247,-9.832,-0.001,0.53,-0.03,-9.92,-8,-14,8
31789,0.247,-9.404,-0.062,0.46,-0.03,-9.92,-8,-14,8
31790,0.186,-9.099,-0.062,0.53,0.05,-9.92,-8,-10,4
31791,0.125,-8.428,-0.062,0.53,0.05,-9.92,-8,-10,4
31792,0.003,-7.817,-0.123,0.53,-0.03,-9.92,-13,-11,3
31793,0.186,-7.451,-0.001,0.53,-0.03,-9.92,-13,-11,3
31794,0.308,-7.329,0.060,0.53,-0.03,-9.92,-13,-13,7
31795,0.308,-7.024,-0.062,0.53,-0.03,-9.84,-13,-13,7
31796,0.186,-7.085,-0.062,0.46,-0.03,-9.84,-12,-10,14
31797,0.186,-7.146,-0.184,0.53,-0.03,-9.84,-12,-10,14
31798,0.186,-7.146,-0.184,0.53,-0.03,-9.84,-8,-10,4
31799,0.308,-6.963,-0.062,0.53,-0.03,-9.84,-8,-10,4
31800,0.491,-6.902,-0.062,0.46,-0.03,-9.84,-12,-12,4
31801,0.552,-6.597,-0.123,0.46,0.05,-9.84,-12,-12,4
31802,0.369,-6.352,-0.184,0.46,0.05,-9.84,-11,-9,1
31803,0.003,-6.169,-0.184,0.46,0.05,-9.84,-11,-9,1
31804,-0.302,-5.742,-0.245,0.46,0.05,-9.84,-11,-13,7
31805,-0.241,-5.254,-0.184,0.46,0.05,-9.84,-11,-13,7
31806,-0.180,-4.643,-0.062,0.46,0.05,-9.84,-8,-14,2
31807,0.003,-4.338,-0.123,0.46,0.05,-9.84,-8,-14,2
31808,0.064,-4.155,-0.062,0.46,0.05,-9.84,-6,-8,6
31809,0.003,-4.033,-0.184,0.46,0.05,-9.84,-6,-8,6
31810,0.186,-3.789,-0.184,0.46,-0.03,-9.84,-7,-9,9
31811,0.491,-3.850,-0.306,0.46,0.05,-9.84,-7,-9,9
31812,0.613,-4.094,-0.367,0.46,0.05,-9.84,-9,-11,5
31813,0.430,-4.582,-0.551,0.46,-0.03,-9.84,-9,-11,5
31814,0.308,-5.315,-0.490,0.46,0.05,-9.84,-10,-12,4
31815,0.125,-6.536,-0.428,0.46,0.05,-9.84,-10,-12,4
31816,0.125,-7.634,-0.306,0.53,0.05,-9.84,-7,-9,9
31817,0.125,-9.099,-0.306,0.53,0.05,-9.84,-7,-9,9
31818,0.125,-10.869,-0.001,0.53,-0.03,-9.84,-4,-8,8
31819,-0.363,-12.395,0.060,0.53,-0.03,-9.84,-4,-8,8
31820,-0.058,-13.494,0.121,0.53,-0.03,-9.84,-10,-10,10
31821,0.369,-13.982,0.243,0.53,-0.03,-9.77,-10,-10,10
31822,0.491,-13.738,0.121,0.46,-0.03,-9.84,-11,-15,5
31823,0.491,-12.761,0.060,0.46,-0.03,-9.84,-11,-15,5
31824,0.247,-11.113,0.060,0.38,-0.03,-9.84,-8,-10,2
31825,0.125,-9.282,0.121,0.30,-0.03,-9.84,-8,-10,2
31826,0.064,-7.024,-0.001,0.30,-0.03,-9.84,-10,-2,10
31827,0.308,-4.521,0.060,0.23,0.05,-9.92,-10,-2,10
31828,0.308,-2.446,0.060,0.23,0.05,-9.92,-8,-12,8
31829,0.430,-1.042,-0.184,0.23,0.05,-9.92,-8,-12,8
31830,0.186,-0.127,-0.367,0.15,0.05,-9.92,-11,-11,7
31831,-0.180,0.301,-0.184,0.15,0.05,-9.92,-11,-11,7
31832,-0.302,-0.066,-0.123,0.15,0.05,-9.84,-12,-6,6
31833,-0.180,-0.554,0.121,0.23,0.05,-9.84,-12,-6,6
31834,0.125,-0.798,0.243,0.23,0.05,-9.84,-11,-7,7
31835,0.247,-1.225,0.365,0.30,0.05,-9.84,-11,-7,7
31836,0.308,-1.836,0.426,0.30,0.05,-9.84,-6,-8,6
31837,0.308,-1.897,0.365,0.30,0.05,-9.84,-6,-8,6
31838,0.308,-2.019,0.304,0.38,0.05,-9.84,-17,-11,9
31839,-0.180,-1.714,0.060,0.38,0.05,-9.84,-17,-11,9
31840,-0.302,-1.225,-0.062,0.38,0.05,-9.84,-9,-7,1
31841,-0.180,-0.493,-0.123,0.38,0.05,-9.84,-9,-7,1
31842,0.125,-0.066,-0.001,0.38,0.05,-9.84,-8,0,8
31843,-0.119,0.667,-0.123,0.30,0.05,-9.84,-8,0,8
31844,-0.180,0.728,-0.184,0.30,0.05,-9.84,-10,-14,0
31845,-0.058,0.423,-0.306,0.30,0.05,-9.84,-10,-14,0
31846,0.003,-0.066,-0.551,0.30,0.05,-9.84,-10,-12,2
31847,0.125,-0.493,-0.428,0.30,0.05,-9.84,-10,-12,2
31848,0.247,-1.408,-0.367,0.30,0.05,-9.84,-13,-11,5
31849,0.308,-2.324,-0.123,0.30,0.05,-9.84,-13,-11,5
31850,0.308,-2.934,-0.123,0.38,0.05,-9.84,-12,-12,0
31851,0.308,-3.179,0.121,0.38,-0.03,-9.84,-12,-12,0
31852,0.186,-3.606,0.243,0.38,-0.03,-9.77,-8,-12,2
31853,0.003,-3.728,0.243,0.38,0.05,-9.84,-8,-12,2
31854,-0.119,-3.362,0.121,0.38,0.05,-9.84,-15,-9,3
31855,0.003,-2.995,0.060,0.38,0.05,-9.84,-15,-9,3
31856,0.125,-2.751,-0.245,0.38,0.05,-9.84,-5,-9,7
31857,0.125,-2.324,-0.367,0.30,0.05,-9.84,-5,-9,7
31858,0.125,-1.714,-0.490,0.30,0.05,-9.84,-12,-8,4
31859,0.125,-1.653,-0.673,0.30,0.05,-9.84,-12,-8,4
31860,0.064,-1.958,-0.856,0.30,0.05,-9.84,-8,-14,2
31861,-0.058,-2.690,-0.795,0.30,0.05,-9.77,-8,-14,2
31862,0.003,-3.362,-0.917,0.30,0.05,-9.77,-17,-13,7
31863,0.247,-4.399,-0.734,0.38,0.05,-9.84,-17,-13,7
31864,0.308,-6.169,-0.551,0.38,0.05,-9.77,-12,-12,-2
31865,0.369,-8.245,-0.428,0.46,0.05,-9.77,-12,-12,-2
31866,0.186,-10.686,-0.184,0.46,-0.03,-9.77,-8,-14,8
31867,-0.180,-14.348,0.182,0.53,-0.03,-9.77,-8,-14,8
31868,-0.302,-17.339,0.304,0.53,-0.03,-9.77,-9,-9,7
31869,0.003,-19.903,0.548,0.53,-0.03,-9.77,-9,-9,7
31870,0.491,-21.429,0.426,0.53,-0.03,-9.77,-15,-7,5
31871,1.101,-22.405,0.304,0.46,-0.03,-9.77,-15,-7,5
31872,1.101,-22.161,0.426,0.46,-0.03,-9.77,-11,-9,5
31873,0.796,-21.245,0.426,0.38,-0.03,-9.77,-11,-9,5
31874,0.369,-19.170,0.426,0.30,-0.03,-9.84,-9,-9,3
31875,0.003,-16.607,0.548,0.23,-0.03,-9.84,-9,-9,3
31876,-0.058,-13.005,0.365,0.07,0.05,-9.92,-7,-5,1
31877,0.186,-9.587,0.182,-0.00,0.05,-9.92,-7,-5,1
31878,0.308,-5.986,-0.062,-0.08,0.05,-9.92,-10,-6,2
31879,0.491,-2.751,-0.367,-0.16,0.05,-9.92,-10,-6,2
31880,0.491,-0.493,-0.428,-0.23,0.05,-9.92,-14,-6,2
31881,0.064,0.789,-0.184,-0.23,0.05,-9.92,-14,-6,2
31882,-0.547,1.827,-0.184,-0.23,0.05,-9.92,-10,-6,6
31883,-0.730,2.620,0.182,-0.23,0.05,-9.92,-10,-6,6
31884,-0.425,2.803,0.243,-0.16,0.05,-9.92,-12,0,4
31885,-0.180,2.620,0.365,-0.16,0.05,-9.92,-12,0,4
31886,0.003,2.010,0.426,-0.08,0.05,-9.84,-5,-11,3
31887,0.247,1.033,0.548,-0.00,0.05,-9.84,-5,-11,3
31888,0.247,-0.066,0.121,-0.00,0.05,-9.84,-8,-2,2
31889,-0.058,-1.164,0.243,0.07,0.05,-9.77,-8,-2,2
31890,-0.180,-1.714,0.365,0.15,0.05,-9.77,-12,-4,2
31891,0.247,-2.080,0.365,0.15,0.05,-9.77,-12,-4,2
31892,0.552,-2.019,0.426,0.15,0.05,-9.77,-14,-6,8
31893,0.186,-1.408,0.304,0.15,0.05,-9.77,-14,-6,8
31894,0.003,-0.859,0.304,0.15,0.05,-9.77,-4,-4,4
31895,-0.425,-0.127,0.304,0.15,0.05,-9.77,-4,-4,4
31896,-0.486,0.301,0.304,0.15,0.05,-9.84,-8,-8,2
31897,-0.241,1.033,0.182,0.07,0.05,-9.84,-8,-8,2
31898,-0.119,1.521,-0.123,0.07,0.05,-9.84,-9,-7,1
31899,0.003,2.010,-0.184,0.07,0.05,-9.84,-9,-7,1
31900,0.064,1.704,-0.001,0.07,0.05,-9.84,-14,-8,2
31901,0.125,1.521,0.060,0.07,0.05,-9.77,-14,-8,2
31902,-0.119,1.094,0.182,0.07,0.05,-9.77,-10,-4,6
31903,-0.302,0.850,0.243,0.07,0.05,-9.77,-10,-4,6
31904,-0.363,0.179,0.182,0.07,0.05,-9.77,-11,-9,5
31905,-0.119,-0.310,0.243,0.15,0.05,-9.77,-11,-9,5
31906,-0.058,-0.554,0.243,0.15,0.05,-9.77,-13,-5,-1
31907,-0.119,-0.737,0.365,0.15,0.05,-9.77,-13,-5,-1
31908,-0.058,-0.920,0.365,0.15,0.05,-9.84,-5,-7,5
31909,0.064,-0.676,0.182,0.15,0.05,-9.84,-5,-7,5
31910,0.125,-0.371,0.304,0.15,0.05,-9.84,-14,-2,0
31911,-0.058,-0.188,0.243,0.15,0.05,-9.84,-14,-2,0
31912,0.247,0.423,0.243,0.15,0.05,-9.84,-7,-3,3
31913,0.247,0.667,0.182,0.07,0.05,-9.84,-7,-3,3
31914,0.247,0.606,0.060,0.07,0.05,-9.84,-6,-4,4
31915,0.308,0.850,-0.245,0.07,0.05,-9.84,-6,-4,4
31916,0.064,0.667,-0.245,0.15,0.05,-9.84,-11,-3,3
31917,0.003,0.362,-0.184,0.15,0.05,-9.84,-11,-3,3
31918,-0.241,-0.005,-0.245,0.15,0.05,-9.84,-14,-8,-4
31919,-0.486,-0.005,-0.245,0.15,0.05,-9.77,-14,-8,-4
31920,-0.608,-0.188,-0.123,0.15,0.05,-9.77,-15,-9,-1
31921,-0.425,-0.249,0.060,0.15,0.05,-9.77,-15,-9,-1
31922,-0.180,-0.188,0.121,0.15,0.05,-9.77,-10,-10,-2
31923,-0.119,-0.188,0.243,0.15,0.05,-9.77,-10,-10,-2
31924,0.003,-0.127,0.182,0.07,-0.03,-9.77,-15,-7,5
31925,0.308,0.117,0.060,0.07,-0.03,-9.77,-15,-7,5
31926,0.369,0.423,0.182,0.07,-0.03,-9.84,-13,-1,3
31927,0.125,0.545,0.121,0.07,-0.03,-9.77,-13,-1,3
31928,0.064,0.728,0.060,0.07,-0.03,-9.77,-13,-5,11
31929,0.186,0.850,0.121,0.07,0.05,-9.77,-13,-5,11
31930,0.125,1.094,0.121,0.07,0.05,-9.77,-9,-9,1
31931,-0.119,1.094,0.060,0.07,0.05,-9.77,-9,-9,1
31932,-0.363,0.789,0.060,0.07,0.05,-9.77,-14,-6,6
31933,-0.486,0.423,0.182,0.07,0.05,-9.77,-14,-6,6
31934,-0.363,0.117,-0.062,0.15,0.05,-9.77,-12,-6,2
31935,-0.058,-0.005,-0.062,0.15,0.05,-9.84,-12,-6,2
31936,0.003,-0.249,-0.062,0.15,0.05,-9.84,-10,-10,0
31937,-0.058,-0.554,0.060,0.15,0.05,-9.84,-10,-10,0
31938,0.186,-0.554,0.060,0.15,0.05,-9.84,-12,-6,8
31939,0.369,-0.493,0.182,0.15,0.05,-9.84,-12,-6,8
31940,0.308,-0.493,0.182,0.15,0.05,-9.84,-13,-7,1
31941,0.247,-0.188,0.121,0.15,0.05,-9.84,-13,-7,1
31942,0.308,0.301,0.060,0.15,0.05,-9.84,-5,-5,1
31943,0.064,0.423,-0.001,0.15,0.05,-9.84,-5,-5,1
31944,-0.241,0.606,-0.184,0.15,0.05,-9.84,-7,-5,-3
31945,-0.425,0.911,-0.184,0.15,0.05,-9.84,-7,-5,-3
31946,-0.486,0.911,-0.123,0.15,0.05,-9.84,-11,-3,5
31947,-0.363,0.789,-0.062,0.07,0.05,-9.84,-11,-3,5
31948,-0.119,0.545,-0.123,0.15,0.05,-9.84,-7,-11,3
31949,-0.180,0.117,-0.001,0.15,0.05,-9.84,-7,-11,3
31950,-0.119,-0.310,-0.001,0.15,0.05,-9.84,-13,-11,5
31951,0.186,-0.676,0.060,0.15,0.05,-9.84,-13,-11,5
31952,0.430,-1.042,0.060,0.15,0.05,-9.84,-9,-7,1
31953,0.430,-1.103,0.182,0.15,0.05,-9.84,-9,-7,1
31954,0.308,-1.164,0.060,0.15,0.05,-9.84,-10,-8,8
31955,0.247,-0.859,0.182,0.15,0.05,-9.84,-10,-8,8
31956,0.186,-0.493,-0.062,0.15,0.05,-9.84,-6,-4,2
31957,0.125,-0.188,-0.062,0.15,0.05,-9.84,-6,-4,2
31958,-0.180,-0.005,-0.123,0.15,0.05,-9.84,-13,-5,5
31959,-0.425,0.362,-0.123,0.15,0.05,-9.84,-13,-5,5
31960,-0.363,0.606,0.060,0.15,0.05,-9.84,-9,-5,5
31961,0.247,0.667,0.060,0.07,0.05,-9.84,-9,-5,5
31962,0.186,0.728,-0.001,0.07,0.05,-9.84,-3,-11,1
31963,0.003,0.545,0.060,0.07,0.05,-9.84,-3,-11,1
31964,-0.119,0.484,-0.062,0.07,0.05,-9.84,-13,-7,7
31965,-0.241,0.545,0.060,0.07,0.05,-9.84,-13,-7,7
31966,-0.241,0.484,-0.001,0.07,0.05,-9.84,-11,-5,5
31967,-0.363,0.423,0.182,0.15,0.05,-9.84,-11,-5,5
31968,-0.180,0.362,-0.001,0.15,0.05,-9.84,-9,-1,1
31969,0.003,0.484,0.121,0.15,0.05,-9.84,-9,-1,1
31970,0.247,0.117,0.121,0.15,0.05,-9.84,-10,-6,4
31971,0.186,-0.188,0.060,0.15,0.05,-9.84,-10,-6,4
31972,0.003,-0.310,0.060,0.15,0.05,-9.84,-15,-7,7
31973,0.003,-0.493,0.060,0.15,0.05,-9.84,-15,-7,7
31974,0.308,-0.615,-0.001,0.15,0.05,-9.84,-13,-7,1
31975,0.430,-0.554,-0.062,0.15,0.05,-9.84,-13,-7,1
31976,0.003,-0.493,-0.001,0.15,0.05,-9.84,-11,-11,5
31977,-0.119,-0.310,-0.062,0.15,0.05,-9.84,-11,-11,5
31978,0.125,-0.127,-0.184,0.15,0.05,-9.84,-5,-9,1
31979,0.003,-0.127,-0.123,0.15,0.05,-9.84,-5,-9,1
31980,-0.058,0.056,-0.123,0.07,0.05,-9.84,-8,-8,4
31981,-0.119,0.362,-0.184,0.07,0.05,-9.84,-8,-8,4
31982,-0.119,0.789,-0.062,0.07,0.05,-9.84,-13,-7,5
31983,-0.363,0.789,0.182,0.07,0.05,-9.84,-13,-7,5
31984,-0.425,1.094,0.182,0.07,0.05,-9.84,-14,-6,2
31985,-0.486,1.277,0.121,0.07,0.05,-9.84,-14,-6,2
31986,-0.608,1.521,0.182,0.07,-0.03,-9.84,-14,-8,2
31987,-0.547,1.216,0.243,0.07,-0.03,-9.84,-14,-8,2
31988,-0.425,0.972,0.426,0.07,-0.03,-9.84,-10,-8,2
31989,0.003,0.545,0.548,0.07,-0.03,-9.84,-10,-8,2
31990,0.491,0.117,0.304,0.15,-0.03,-9.84,-10,-8,2
31991,0.796,-0.493,0.365,0.15,-0.03,-9.77,-10,-8,2
31992,0.735,-1.103,0.304,0.15,-0.03,-9.77,-12,-8,6
31993,0.613,-1.531,0.121,0.15,0.05,-9.84,-12,-8,6
31994,0.369,-1.531,-0.001,0.15,0.05,-9.77,-7,-9,5
31995,0.247,-1.469,-0.062,0.15,0.05,-9.84,-7,-9,5
31996,0.247,-1.469,-0.062,0.15,0.05,-9.77,-9,-1,5
31997,0.064,-1.347,-0.123,0.15,0.05,-9.84,-9,-1,5
31998,-0.058,-0.737,-0.367,0.15,0.05,-9.84,-11,-3,-1
31999,-0.180,-0.127,-0.306,0.15,0.05,-9.84,-11,-3,-1
32000,-0.180,0.301,-0.306,0.15,0.12,-9.84,-8,-2,4
32001,-0.241,0.728,-0.490,0.07,0.12,-9.77,-8,-2,4
32002,-0.425,1.399,-0.428,0.07,0.12,-9.77,-13,-3,3
32003,-0.608,2.010,-0.184,0.07,0.12,-9.77,-13,-3,3
32004,-0.791,2.376,0.121,0.07,0.05,-9.77,-14,-6,6
32005,-0.669,2.437,0.365,0.07,0.05,-9.77,-14,-6,6
32006,-0.425,2.254,0.304,0.07,0.05,-9.77,-10,-2,6
32007,-0.363,2.071,0.121,0.07,0.05,-9.84,-10,-2,6
32008,-0.547,1.704,0.243,0.15,0.05,-9.84,-13,-5,3
32009,-0.180,0.789,0.304,0.15,-0.03,-9.84,-13,-5,3
32010,0.247,0.240,0.182,0.15,-0.03,-9.84,-11,-5,1
32011,0.369,-0.066,0.060,0.15,-0.03,-9.84,-11,-5,1
32012,0.308,-0.798,0.182,0.15,-0.03,-9.84,-7,-3,7
32013,0.369,-1.531,0.182,0.15,-0.03,-9.84,-7,-3,7
32014,0.430,-1.775,0.182,0.15,-0.03,-9.77,-13,-11,1
32015,0.491,-1.897,-0.062,0.15,0.05,-9.84,-13,-11,1
32016,0.430,-2.019,-0.245,0.15,0.05,-9.84,-7,-9,1
32017,0.613,-2.019,-0.306,0.15,0.05,-9.77,-7,-9,1
32018,0.613,-1.469,-0.428,0.15,0.05,-9.84,-7,-11,-3
32019,0.125,-0.737,-0.551,0.15,0.05,-9.84,-7,-11,-3
32020,-0.547,-0.127,-0.245,0.07,0.05,-9.84,-7,-7,5
32021,-0.730,0.606,0.060,0.07,0.05,-9.84,-7,-7,5
32022,-0.791,1.338,0.121,0.07,0.05,-9.84,-10,-2,6
32023,-0.913,2.193,0.121,0.07,0.05,-9.84,-10,-2,6
32024,-0.791,2.315,0.121,0.07,0.05,-9.84,-8,-8,4
32025,-0.608,2.315,0.182,0.07,0.05,-9.77,-8,-8,4
32026,-0.119,2.071,0.182,0.07,-0.03,-9.77,-13,-5,7
32027,-0.119,1.643,0.243,0.07,-0.03,-9.77,-13,-5,7
32028,-0.119,0.972,0.365,0.07,-0.03,-9.77,-9,-5,7
32029,0.247,0.362,0.487,0.15,-0.03,-9.77,-9,-5,7
32030,0.857,-0.310,0.548,0.15,-0.03,-9.77,-7,-9,-1
32031,0.918,-1.042,0.182,0.15,-0.03,-9.77,-7,-9,-1
32032,0.491,-1.286,-0.001,0.15,-0.03,-9.77,-9,-9,7
32033,0.491,-1.775,-0.062,0.15,-0.03,-9.77,-9,-9,7
32034,0.369,-2.202,-0.001,0.23,0.05,-9.77,-12,-10,-2
32035,-0.180,-2.202,-0.062,0.23,0.05,-9.77,-12,-10,-2
32036,-0.363,-1.775,-0.184,0.15,0.05,-9.77,-7,-5,9
32037,-0.486,-1.469,-0.245,0.15,0.05,-9.84,-7,-5,9
32038,-0.241,-0.981,-0.245,0.15,0.05,-9.84,-5,-7,-3
32039,0.003,-0.493,-0.306,0.15,0.05,-9.84,-5,-7,-3
32040,0.186,0.117,-0.428,0.07,0.05,-9.84,-15,-5,5
32041,-0.058,0.423,-0.184,0.07,0.05,-9.84,-15,-5,5
32042,-0.180,0.911,0.060,0.07,0.05,-9.84,-5,-5,3
32043,-0.241,1.399,0.182,-0.00,0.05,-9.84,-5,-5,3
32044,0.003,2.254,0.304,-0.00,0.05,-9.84,-12,-6,4
32045,0.125,2.742,0.304,-0.00,0.05,-9.84,-12,-6,4
32046,-0.302,2.925,0.243,-0.00,0.05,-9.84,-5,-3,-3
32047,-0.974,2.864,0.182,-0.00,0.05,-9.84,-5,-3,-3
32048,-1.401,3.047,0.060,0.07,0.05,-9.84,-9,-5,-3
32049,-1.401,2.681,0.121,0.07,0.05,-9.84,-9,-5,-3
32050,-1.218,2.376,0.426,0.15,-0.03,-9.84,-13,-9,3
32051,-0.180,1.521,0.365,0.15,0.05,-9.84,-13,-9,3
32052,0.552,0.606,0.304,0.15,-0.03,-9.84,-10,-8,0
32053,0.735,-0.676,0.243,0.23,-0.03,-9.84,-10,-8,0
32054,1.040,-1.836,0.243,0.23,-0.03,-9.77,-5,-7,5
32055,1.346,-2.873,0.121,0.23,-0.03,-9.77,-5,-7,5
32056,1.101,-3.301,-0.062,0.23,-0.03,-9.77,-14,-4,2
32057,1.101,-3.179,-0.245,0.23,-0.03,-9.77,-14,-4,2
32058,0.674,-2.507,-0.306,0.23,0.05,-9.77,-9,-7,-1
32059,-0.241,-1.775,-0.062,0.15,0.05,-9.84,-9,-7,-1
32060,-0.913,-0.737,-0.306,0.15,0.05,-9.84,-9,-3,1
32061,-1.157,0.423,-0.367,0.15,0.05,-9.84,-9,-3,1
32062,-1.340,1.338,-0.367,0.07,0.05,-9.84,-10,-6,4
32063,-1.157,1.949,-0.551,0.07,0.05,-9.84,-10,-6,4
32064,-0.608,2.315,-0.428,0.07,0.05,-9.84,-10,-2,8
32065,-0.119,2.254,-0.306,0.07,0.05,-9.84,-10,-2,8
32066,0.247,1.827,-0.062,0.07,-0.03,-9.84,-9,-5,5
32067,0.918,0.972,0.121,0.07,-0.03,-9.84,-9,-5,5
32068,1.223,0.240,0.182,0.07,-0.03,-9.84,-8,0,6
32069,0.918,-0.493,0.304,0.07,-0.03,-9.77,-8,0,6
32070,0.369,-0.981,0.365,0.07,-0.03,-9.77,-15,-5,3
32071,-0.180,-0.981,0.304,0.07,-0.03,-9.77,-15,-5,3
32072,-0.486,-0.615,0.365,0.15,-0.03,-9.77,-15,-9,3
32073,-0.608,-0.005,0.304,0.15,-0.03,-9.77,-15,-9,3
32074,-0.791,0.606,0.243,0.15,0.05,-9.77,-6,-4,2
32075,-0.913,1.033,0.182,0.07,0.05,-9.77,-6,-4,2
32076,-0.974,1.399,0.121,0.07,-0.03,-9.77,-10,-8,2
32077,-0.608,1.582,-0.001,0.07,-0.03,-9.84,-10,-8,2
32078,0.125,1.582,0.121,0.07,0.05,-9.84,-14,-4,4
32079,0.918,1.460,-0.123,0.07,0.05,-9.84,-14,-4,4
32080,1.223,1.094,-0.245,0.07,0.05,-9.77,-9,-3,5
32081,0.735,0.606,-0.306,0.15,0.05,-9.77,-9,-3,5
32082,0.247,0.179,-0.245,0.15,0.05,-9.77,-10,-12,2
32083,-0.058,-0.371,-0.001,0.15,0.05,-9.77,-10,-12,2
32084,-0.730,-0.554,-0.001,0.15,0.05,-9.77,-19,-9,3
32085,-0.852,-0.127,-0.062,0.15,0.05,-9.77,-19,-9,3
32086,-0.852,0.056,0.060,0.15,0.05,-9.77,-8,-6,2
