ax,ay,az,gx,gy,gz,mx,my,mz
-6.534,-0.209,7.301,+0.14,-0.74,+0.22,34,-152,76
-6.457,-0.209,7.301,+0.08,-0.49,+0.10,35,-153,71
-6.457,-0.209,7.377,+0.21,+0.18,+0.10,35,-153,71
-6.457,-0.209,7.301,+0.27,+0.18,+0.04,34,-154,74
-6.457,-0.209,7.301,+0.02,+0.30,-0.08,34,-154,74
-6.457,-0.209,7.301,-0.10,+0.54,-0.08,34,-150,74
-6.457,-0.209,7.301,-0.16,+0.85,+0.04,34,-150,74
-6.457,-0.209,7.301,-0.10,+0.97,-0.08,35,-149,73
-6.457,-0.209,7.301,-0.40,+0.85,-0.14,35,-149,73
-6.534,-0.209,7.224,-0.53,+0.73,-0.02,38,-152,74
-6.534,-0.209,7.224,-0.40,+0.36,-0.14,38,-152,74
-6.534,-0.209,7.224,-0.28,+0.30,-0.14,36,-154,70
-6.534,-0.209,7.301,-0.16,+0.06,+0.04,36,-154,70
-6.611,-0.209,7.224,-0.04,-0.13,+0.16,30,-152,76
-6.611,-0.209,7.224,+0.27,-0.43,+0.04,30,-152,76
-6.611,-0.209,7.224,+0.39,-0.62,+0.10,28,-158,74
-6.611,-0.209,7.224,+0.45,-0.80,+0.22,28,-158,74
-6.611,-0.209,7.301,+0.51,-0.68,+0.22,38,-156,72
-6.611,-0.209,7.301,+0.45,-0.74,+0.04,38,-156,72
-6.534,-0.209,7.301,+0.14,-0.68,+0.10,32,-156,72
-6.534,-0.209,7.301,+0.14,-0.49,+0.04,32,-156,72
-6.534,-0.209,7.301,+0.14,+0.12,+0.04,33,-149,69
-6.534,-0.209,7.301,-0.10,+0.12,+0.10,33,-149,69
-6.534,-0.133,7.301,-0.34,+0.12,-0.02,35,-153,71
-6.534,-0.133,7.301,-0.28,+0.30,-0.08,35,-153,71
-6.534,-0.209,7.301,-0.22,+0.30,-0.08,32,-152,68
-6.534,-0.209,7.224,-0.04,+0.42,-0.21,32,-152,68
-6.534,-0.209,7.224,+0.08,+0.30,-0.14,32,-152,74
-6.534,-0.209,7.224,+0.33,+0.06,-0.27,32,-152,74
-6.534,-0.209,7.224,+0.39,-0.01,-0.39,33,-157,73
-6.534,-0.209,7.224,+0.33,-0.13,-0.27,33,-157,73
-6.534,-0.209,7.224,+0.14,-0.31,-0.27,34,-154,76
-6.534,-0.209,7.224,+0.02,-0.68,+0.04,34,-154,76
-6.611,-0.209,7.224,-0.16,-0.74,+0.16,36,-154,72
-6.611,-0.209,7.224,-0.10,-0.49,+0.10,36,-154,72
-6.611,-0.209,7.224,-0.10,-0.62,-0.02,36,-154,76
-6.534,-0.209,7.301,+0.08,-0.31,-0.08,36,-154,76
-6.534,-0.209,7.224,+0.21,-0.43,-0.08,32,-154,78
-6.534,-0.209,7.224,+0.51,-0.37,+0.04,32,-154,78
-6.534,-0.209,7.224,+0.45,-0.31,+0.10,34,-154,76
-6.534,-0.209,7.301,+0.39,-0.25,+0.10,34,-154,76
-6.534,-0.209,7.224,+0.27,-0.25,+0.22,34,-154,74
-6.534,-0.209,7.224,+0.02,-0.37,+0.10,34,-154,74
-6.534,-0.209,7.224,-0.16,-0.49,-0.08,32,-154,74
-6.534,-0.209,7.224,-0.04,-0.49,-0.08,32,-154,74
-6.534,-0.209,7.224,-0.04,-0.55,-0.14,35,-157,71
-6.534,-0.209,7.224,+0.02,-0.62,-0.02,35,-157,71
-6.534,-0.209,7.224,+0.14,-0.68,+0.16,30,-152,70
-6.534,-0.133,7.224,+0.39,-0.55,+0.04,30,-152,70
-6.534,-0.209,7.224,+0.33,-0.43,+0.04,32,-150,76
-6.534,-0.209,7.224,+0.21,-0.43,+0.04,32,-150,76
-6.534,-0.209,7.224,+0.21,-0.31,+0.10,31,-149,75
-6.534,-0.209,7.224,+0.14,-0.31,-0.21,31,-149,75
-6.534,-0.209,7.224,+0.02,-0.19,-0.08,34,-156,76
-6.534,-0.209,7.224,-0.16,+0.12,-0.02,34,-156,76
-6.534,-0.286,7.224,-0.22,-0.07,+0.22,36,-152,74
-6.534,-0.286,7.224,+0.02,-0.01,+0.28,36,-152,74
-6.534,-0.209,7.224,-0.04,-0.01,+0.04,37,-153,71
-6.457,-0.209,7.301,-0.04,+0.12,-0.14,37,-153,71
-6.534,-0.209,7.301,+0.14,+0.06,+0.04,36,-156,70
-6.534,-0.209,7.224,+0.08,-0.25,-0.08,36,-156,70
-6.534,-0.209,7.224,+0.08,-0.07,-0.14,37,-147,77
-6.534,-0.209,7.224,-0.04,+0.06,-0.02,37,-147,77
-6.534,-0.209,7.224,+0.02,-0.13,+0.10,35,-157,75
-6.534,-0.209,7.224,+0.02,-0.43,-0.02,35,-157,75
-6.534,-0.209,7.224,+0.08,-0.49,-0.02,34,-154,72
-6.534,-0.209,7.224,+0.08,-0.19,-0.02,34,-154,72
-6.534,-0.209,7.224,+0.08,-0.43,+0.10,30,-150,76
-6.534,-0.209,7.224,-0.10,-0.80,+0.22,30,-150,76
-6.534,-0.209,7.224,+0.02,-0.55,+0.16,34,-154,70
-6.534,-0.209,7.224,-0.10,-0.43,+0.22,34,-154,70
-6.534,-0.209,7.224,-0.10,-0.07,+0.04,36,-152,68
-6.534,-0.209,7.301,-0.22,+0.18,-0.02,36,-152,68
-6.534,-0.209,7.224,-0.10,+0.42,+0.10,34,-156,72
-6.534,-0.209,7.224,+0.27,+0.73,+0.10,34,-156,72
-6.534,-0.209,7.224,+0.08,+0.67,-0.08,37,-153,73
-6.611,-0.209,7.224,+0.08,+0.67,-0.08,37,-153,73
-6.611,-0.209,7.224,+0.08,+0.48,-0.14,34,-154,64
-6.611,-0.209,7.224,+0.21,+0.12,-0.14,34,-154,64
-6.611,-0.209,7.224,+0.02,-0.43,-0.02,30,-150,76
-6.611,-0.209,7.224,-0.04,-1.04,-0.02,30,-150,76
-6.611,-0.209,7.224,+0.02,-1.23,+0.22,32,-152,68
-6.534,-0.209,7.224,+0.14,-1.53,+0.16,32,-152,68
-6.534,-0.209,7.301,+0.14,-1.47,+0.22,32,-154,76
-6.534,-0.209,7.301,+0.21,-1.65,+0.16,32,-154,76
-6.457,-0.209,7.301,+0.51,-1.29,+0.04,34,-154,76
-6.457,-0.209,7.301,+0.63,-0.74,-0.21,34,-154,76
-6.457,-0.209,7.301,+0.51,+0.06,-0.51,34,-156,70
-6.457,-0.209,7.301,+0.14,+0.67,-0.63,34,-156,70
-6.457,-0.209,7.301,-0.34,+0.85,-0.27,27,-153,69
-6.457,-0.209,7.224,-0.47,+0.91,-0.02,27,-153,69
-6.457,-0.209,7.224,-0.59,+0.73,+0.04,28,-156,72
-6.534,-0.209,7.224,-0.71,+0.67,+0.04,28,-156,72
-6.534,-0.209,7.224,-0.40,+0.24,+0.10,31,-155,71
-6.534,-0.286,7.224,-0.04,-0.25,+0.16,31,-155,71
-6.534,-0.286,7.224,+0.51,-0.92,+0.22,34,-156,74
-6.534,-0.286,7.224,+0.88,-1.41,+0.22,34,-156,74
-6.534,-0.286,7.224,+1.18,-1.59,+0.10,33,-149,69
-6.534,-0.209,7.224,+1.06,-1.53,+0.04,33,-149,69
-6.534,-0.209,7.224,+0.94,-1.47,-0.02,38,-150,70
-6.534,-0.209,7.301,+0.63,-1.65,-0.08,38,-150,70
-6.534,-0.209,7.301,+0.14,-1.59,-0.02,35,-153,79
-6.534,-0.133,7.301,-0.16,-1.04,-0.27,35,-153,79
-6.534,-0.133,7.301,-0.34,-0.68,-0.33,34,-152,68
-6.534,-0.133,7.301,-0.53,-0.19,-0.45,34,-152,68
-6.534,-0.133,7.301,-0.53,+0.18,-0.45,29,-149,73
-6.457,-0.133,7.301,-0.28,+0.24,-0.08,29,-149,73
-6.457,-0.209,7.301,-0.22,+0.36,-0.02,31,-149,73
-6.457,-0.209,7.301,+0.02,+0.36,-0.02,31,-149,73
-6.457,-0.209,7.301,+0.08,+0.30,-0.14,31,-147,73
-6.534,-0.286,7.301,+0.21,+0.30,-0.02,31,-147,73
-6.534,-0.286,7.301,+0.33,-0.01,+0.22,28,-152,72
-6.534,-0.286,7.224,+0.27,-0.43,+0.22,28,-152,72
-6.534,-0.286,7.224,+0.27,-0.68,+0.16,32,-152,68
-6.534,-0.209,7.224,+0.21,-0.49,-0.02,32,-152,68
-6.611,-0.209,7.224,+0.27,-0.49,+0.04,33,-153,71
-6.611,-0.209,7.224,+0.27,-0.92,-0.02,33,-153,71
-6.611,-0.209,7.224,+0.02,-0.92,-0.02,36,-150,72
-6.611,-0.209,7.148,-0.04,-0.86,-0.14,36,-150,72
-6.611,-0.209,7.224,-0.04,-1.10,+0.04,33,-147,73
-6.611,-0.133,7.224,+0.02,-1.41,+0.28,33,-147,73
-6.534,-0.209,7.224,+0.08,-1.65,+0.22,36,-150,70
-6.534,-0.133,7.301,+0.39,-1.59,+0.16,36,-150,70
-6.457,-0.133,7.301,+0.69,-1.53,+0.04,33,-153,73
-6.457,-0.133,7.301,+0.82,-1.04,+0.10,33,-153,73
-6.457,-0.133,7.301,+0.75,-0.68,-0.21,30,-150,74
-6.457,-0.133,7.301,+0.51,-0.25,-0.39,30,-150,74
-6.457,-0.133,7.301,-0.04,+0.06,-0.39,37,-151,73
-6.457,-0.133,7.301,-0.34,+0.18,-0.21,37,-151,73
-6.457,-0.133,7.224,-0.40,+0.30,-0.02,28,-154,72
-6.534,-0.133,7.224,-0.53,+0.42,+0.10,28,-154,72
-6.534,-0.209,7.224,-0.47,+0.12,-0.02,34,-150,72
-6.534,-0.209,7.224,-0.28,-0.43,+0.16,34,-150,72
-6.534,-0.209,7.224,+0.27,-0.37,+0.10,32,-148,72
-6.534,-0.286,7.224,+0.63,-0.37,+0.16,32,-148,72
-6.534,-0.286,7.224,+0.39,-0.55,+0.16,33,-151,71
-6.534,-0.286,7.224,+0.39,-1.16,+0.47,33,-151,71
-6.534,-0.209,7.224,+0.63,-1.47,+0.71,33,-147,75
-6.534,-0.209,7.224,+0.57,-1.23,+0.28,33,-147,75
-6.457,-0.209,7.224,+0.33,-0.80,+0.16,34,-152,70
-6.457,-0.133,7.301,+0.02,-0.55,-0.14,34,-152,70
-6.457,-0.133,7.301,+0.08,-0.43,-0.08,38,-154,74
-6.457,-0.133,7.301,-0.04,-0.01,-0.21,38,-154,74
-6.457,-0.133,7.301,-0.34,+0.48,-0.21,36,-154,68
-6.457,-0.133,7.301,-0.71,+0.54,-0.21,36,-154,68
-6.457,-0.133,7.301,-0.77,+0.73,-0.08,34,-154,72
-6.534,-0.133,7.301,-0.40,+0.73,+0.04,34,-154,72
-6.534,-0.209,7.301,-0.34,+0.24,+0.16,31,-153,71
-6.534,-0.209,7.301,-0.16,-0.07,+0.16,31,-153,71
-6.534,-0.209,7.224,+0.14,-0.37,-0.08,31,-149,75
-6.534,-0.209,7.224,+0.51,-0.43,+0.04,31,-149,75
-6.534,-0.286,7.224,+0.63,-0.98,+0.34,32,-152,68
-6.534,-0.209,7.224,+0.57,-1.41,+0.65,32,-152,68
-6.534,-0.209,7.224,+0.57,-1.16,+0.65,35,-157,71
-6.534,-0.209,7.301,+0.39,-0.68,+0.34,35,-157,71
-6.534,-0.133,7.301,+0.33,-0.43,+0.16,33,-153,69
-6.534,-0.133,7.301,+0.08,-0.19,-0.21,33,-153,69
-6.534,-0.133,7.301,-0.04,+0.18,-0.45,34,-156,74
-6.457,-0.133,7.301,-0.16,+0.61,-0.51,34,-156,74
-6.534,-0.133,7.301,-0.53,+0.42,-0.27,37,-153,73
-6.534,-0.133,7.301,-0.65,+0.42,-0.08,37,-153,73
-6.534,-0.133,7.301,-0.65,+0.36,+0.04,36,-154,68
-6.534,-0.133,7.301,-0.65,+0.24,+0.04,36,-154,68
-6.534,-0.209,7.301,-0.40,-0.19,-0.02,33,-153,73
-6.534,-0.209,7.301,-0.04,-0.80,+0.22,33,-153,73
-6.534,-0.209,7.301,+0.33,-1.29,+0.22,28,-150,70
-6.534,-0.209,7.301,+0.88,-1.41,+0.10,28,-150,70
-6.534,-0.209,7.301,+1.06,-1.10,-0.02,33,-157,71
-6.534,-0.209,7.301,+1.00,-1.23,+0.10,33,-157,71
-6.534,-0.209,7.301,+0.88,-1.35,+0.34,35,-153,71
-6.534,-0.133,7.301,+0.51,-1.23,+0.16,35,-153,71
-6.534,-0.133,7.301,-0.04,-0.86,-0.08,33,-151,67
-6.534,-0.133,7.301,-0.47,-0.55,-0.02,33,-151,67
-6.457,-0.133,7.301,-0.71,-0.49,-0.08,34,-152,76
-6.457,-0.133,7.301,-0.65,-0.49,-0.08,34,-152,76
-6.457,-0.133,7.301,-0.28,-0.19,-0.08,32,-152,74
-6.457,-0.133,7.301,+0.14,-0.13,-0.21,32,-152,74
-6.457,-0.133,7.301,+0.27,-0.19,-0.33,33,-149,75
-6.457,-0.133,7.301,+0.45,-0.37,-0.14,33,-149,75
-6.457,-0.209,7.301,+0.33,-0.19,-0.33,29,-151,73
-6.457,-0.209,7.301,+0.08,-0.07,-0.45,29,-151,73
-6.534,-0.209,7.301,-0.16,-0.55,-0.21,34,-154,74
-6.534,-0.209,7.301,-0.28,-1.23,+0.10,34,-154,74
-6.534,-0.209,7.301,-0.04,-1.29,-0.02,34,-148,72
-6.611,-0.209,7.301,+0.27,-1.23,-0.08,34,-148,72
-6.611,-0.209,7.224,+0.45,-1.35,-0.33,37,-155,69
-6.611,-0.209,7.224,+0.57,-1.71,-0.08,37,-155,69
-6.611,-0.209,7.224,+0.69,-2.20,+0.34,38,-152,74
-6.611,-0.209,7.224,+0.88,-2.20,+0.40,38,-152,74
-6.534,-0.209,7.301,+0.75,-2.02,+0.22,36,-148,70
-6.534,-0.209,7.301,+0.57,-1.71,-0.02,36,-148,70
-6.457,-0.133,7.301,+0.33,-1.71,-0.02,35,-153,69
-6.381,-0.133,7.377,+0.21,-1.35,+0.04,35,-153,69
-6.381,-0.133,7.377,+0.02,-0.49,-0.21,30,-154,72
-6.381,-0.133,7.377,-0.34,+0.42,-0.45,30,-154,72
-6.381,-0.133,7.377,-0.89,+1.09,-0.33,36,-154,70
-6.381,-0.133,7.377,-0.89,+1.22,+0.16,36,-154,70
-6.381,-0.133,7.377,-0.83,+1.22,+0.34,32,-156,74
-6.457,-0.133,7.301,-0.47,+1.22,+0.04,32,-156,74
-6.457,-0.133,7.301,-0.16,+1.09,-0.14,36,-152,70
-6.534,-0.209,7.301,+0.14,+0.48,-0.08,36,-152,70
-6.534,-0.209,7.224,+0.45,-0.37,-0.02,34,-152,74
-6.611,-0.209,7.224,+0.69,-1.16,+0.16,34,-152,74
-6.611,-0.209,7.224,+0.82,-1.65,+0.10,31,-151,73
-6.611,-0.209,7.224,+0.69,-2.20,-0.02,31,-151,73
-6.611,-0.209,7.148,+0.33,-2.75,-0.02,34,-154,66
-6.611,-0.133,7.224,+0.39,-3.36,-0.02,34,-154,66
-6.611,-0.133,7.224,+0.27,-3.48,-0.33,34,-154,68
-6.611,-0.133,7.224,+0.21,-3.42,-0.45,34,-154,68
-6.611,-0.133,7.224,+0.08,-3.36,-0.27,34,-152,70
-6.534,-0.133,7.224,+0.21,-3.67,+0.10,34,-152,70
-6.534,-0.133,7.301,+0.08,-3.42,+0.16,33,-157,69
-6.457,-0.133,7.301,+0.02,-3.36,+0.22,33,-157,69
-6.457,-0.133,7.377,-0.40,-3.73,+0.34,33,-147,71
-6.534,-0.133,7.377,-0.77,-5.19,+0.47,33,-147,71
-6.534,-0.209,7.301,-1.02,-7.27,+0.40,31,-155,75
-6.611,-0.133,7.301,-0.95,-10.20,+0.28,31,-155,75
-6.687,-0.133,7.301,-0.53,-13.92,-0.08,34,-154,74
-6.764,-0.133,7.224,-0.04,-17.10,+0.22,34,-154,74
-6.764,-0.209,7.224,+0.45,-20.21,+0.16,36,-154,74
-6.841,-0.209,7.148,+1.43,-22.41,-0.02,36,-154,74
-6.841,-0.209,7.148,+2.04,-23.75,+0.16,30,-154,74
-6.841,-0.209,7.148,+2.16,-24.24,+0.40,30,-154,74
-6.687,-0.209,7.148,+2.22,-23.81,+0.16,34,-152,68
-6.611,-0.209,7.224,+2.59,-22.59,+0.10,34,-152,68
-6.534,-0.209,7.301,+2.71,-20.57,-0.14,35,-149,65
-6.381,-0.133,7.301,+1.85,-18.68,-0.63,35,-149,65
-6.304,-0.133,7.377,+1.06,-17.03,-0.57,35,-151,71
-6.227,-0.133,7.454,+0.51,-15.26,-0.51,35,-151,71
-6.151,-0.133,7.531,+0.21,-13.43,-0.45,34,-148,74
-6.074,-0.133,7.531,-0.34,-11.36,-0.39,34,-148,74
-6.074,-0.133,7.531,-0.59,-9.28,-0.39,37,-155,69
-5.998,-0.133,7.531,-0.34,-7.57,-0.45,37,-155,69
-5.998,-0.133,7.531,-0.04,-6.29,-0.14,34,-150,68
-5.998,-0.209,7.531,+0.33,-5.19,+0.40,34,-150,68
-5.921,-0.209,7.531,+0.57,-3.61,+0.34,37,-147,73
-5.921,-0.209,7.607,+0.88,-1.41,+0.34,37,-147,73
-5.921,-0.209,7.607,+1.06,+0.42,+0.22,25,-149,73
-5.998,-0.209,7.607,+0.63,+1.64,+0.16,25,-149,73
-5.998,-0.133,7.607,+0.14,+2.62,+0.22,37,-151,73
-6.074,-0.133,7.607,-0.40,+3.11,+0.16,37,-151,73
-6.074,-0.133,7.607,-0.95,+3.53,-0.02,36,-150,68
-6.151,-0.133,7.531,-1.44,+3.29,-0.14,36,-150,68
-6.227,-0.133,7.531,-1.44,+2.31,-0.08,32,-152,70
-6.227,-0.133,7.531,-1.20,+1.34,-0.14,32,-152,70
-6.304,-0.133,7.454,-0.83,+0.36,-0.39,35,-155,69
-6.381,-0.133,7.454,-0.28,-0.92,-0.33,35,-155,69
-6.381,-0.209,7.454,+0.27,-1.84,-0.08,31,-147,69
-6.381,-0.209,7.454,+0.94,-2.51,-0.08,31,-147,69
-6.381,-0.286,7.454,+1.12,-2.81,+0.04,33,-151,67
-6.381,-0.286,7.454,+1.06,-2.87,+0.04,33,-151,67
-6.381,-0.286,7.377,+1.00,-2.69,-0.02,28,-146,74
-6.304,-0.286,7.454,+0.88,-2.45,-0.08,28,-146,74
-6.304,-0.286,7.454,+0.51,-2.02,-0.02,36,-150,70
-6.304,-0.209,7.454,+0.21,-1.59,+0.16,36,-150,70
-6.227,-0.209,7.454,-0.16,-0.80,-0.08,35,-149,65
-6.227,-0.209,7.531,-0.47,-0.13,-0.08,35,-149,65
-6.227,-0.209,7.531,-0.59,+0.06,+0.16,31,-149,67
-6.227,-0.133,7.531,-0.65,+0.42,+0.04,31,-149,67
-6.227,-0.209,7.531,-0.53,+0.79,-0.14,30,-150,72
-6.227,-0.209,7.531,-0.22,+1.22,-0.21,30,-150,72
-6.227,-0.209,7.531,-0.10,+0.67,-0.33,33,-149,69
-6.227,-0.209,7.454,+0.14,-0.25,+0.10,33,-149,69
-6.304,-0.209,7.454,+0.21,-0.74,-0.02,37,-147,71
-6.304,-0.209,7.454,+0.51,-1.16,-0.27,37,-147,71
-6.381,-0.209,7.454,+0.39,-1.96,-0.27,35,-155,73
-6.381,-0.209,7.454,+0.33,-3.18,-0.08,35,-155,73
-6.381,-0.209,7.454,+0.33,-4.03,-0.02,33,-155,73
-6.381,-0.209,7.377,+0.45,-4.34,+0.10,33,-155,73
-6.381,-0.209,7.454,+0.39,-4.52,+0.10,35,-155,69
-6.304,-0.209,7.454,+0.21,-4.89,+0.04,35,-155,69
-6.304,-0.209,7.454,+0.27,-5.38,+0.10,32,-148,68
-6.304,-0.133,7.454,+0.33,-5.56,+0.22,32,-148,68
-6.304,-0.133,7.454,+0.21,-5.38,-0.14,31,-151,77
-6.304,-0.133,7.454,-0.04,-5.80,-0.51,31,-151,77
-6.304,-0.133,7.454,-0.34,-6.84,-0.27,32,-146,68
-6.304,-0.209,7.454,-0.16,-8.12,+0.04,32,-146,68
-6.381,-0.209,7.454,+0.02,-9.22,-0.14,31,-147,69
-6.381,-0.209,7.454,+0.02,-10.08,-0.45,31,-147,69
-6.381,-0.133,7.454,+0.21,-11.60,-0.33,35,-145,69
-6.381,-0.209,7.454,+0.39,-12.88,-0.14,35,-145,69
-6.381,-0.209,7.454,+0.69,-13.68,-0.14,33,-149,67
-6.381,-0.209,7.454,+0.88,-14.10,-0.33,33,-149,67
-6.381,-0.209,7.531,+0.82,-14.59,-0.21,37,-149,67
-6.304,-0.209,7.531,+0.75,-15.02,+0.10,37,-149,67
-6.304,-0.209,7.531,+0.82,-15.45,+0.10,32,-148,66
-6.227,-0.209,7.531,+0.94,-14.96,+0.22,32,-148,66
-6.227,-0.209,7.531,+0.82,-14.59,+0.04,37,-147,63
-6.227,-0.209,7.531,+0.82,-14.35,+0.10,37,-147,63
-6.151,-0.209,7.531,+1.00,-13.80,-0.02,31,-145,69
-6.074,-0.209,7.531,+1.18,-12.70,-0.02,31,-145,69
-6.074,-0.133,7.607,+1.06,-11.30,-0.14,33,-147,69
-5.998,-0.133,7.607,+1.00,-9.89,-0.08,33,-147,69
-5.921,-0.133,7.607,+0.63,-8.37,-0.14,30,-148,66
-5.921,-0.133,7.684,+0.21,-6.66,-0.08,30,-148,66
-5.844,-0.133,7.684,+0.14,-4.77,-0.14,36,-146,64
-5.844,-0.133,7.761,+0.08,-3.06,-0.14,36,-146,64
-5.844,-0.133,7.761,-0.10,-1.78,-0.45,30,-144,66
-5.844,-0.133,7.761,-0.16,-0.92,-0.69,30,-144,66
-5.844,-0.133,7.761,-0.22,-0.80,-0.69,36,-148,68
-5.921,-0.133,7.761,-0.34,-1.84,-0.63,36,-148,68
-5.998,-0.133,7.684,-0.47,-2.69,-0.45,31,-149,69
-6.074,-0.133,7.684,-0.34,-3.91,-0.02,31,-149,69
-6.074,-0.209,7.684,-0.28,-5.38,+0.16,32,-148,64
-6.151,-0.209,7.684,-0.34,-6.90,+0.34,32,-148,64
-6.151,-0.209,7.684,+0.02,-8.12,+0.47,28,-150,66
-6.151,-0.209,7.684,+0.33,-8.73,+0.28,28,-150,66
-6.151,-0.209,7.607,+0.63,-9.28,+0.16,32,-144,66
-6.151,-0.209,7.607,+0.94,-9.65,+0.10,32,-144,66
-6.151,-0.286,7.607,+1.18,-10.02,+0.22,34,-144,66
-6.151,-0.209,7.607,+1.00,-10.26,+0.10,34,-144,66
-6.151,-0.209,7.607,+0.88,-10.56,+0.10,33,-149,73
-6.151,-0.209,7.607,+0.45,-10.87,+0.04,33,-149,73
-6.151,-0.209,7.607,-0.04,-11.48,-0.14,32,-152,64
-6.151,-0.209,7.607,-0.16,-12.15,-0.14,32,-152,64
-6.074,-0.209,7.607,-0.10,-12.82,-0.08,33,-147,63
-6.074,-0.209,7.607,+0.14,-13.31,-0.08,33,-147,63
-6.074,-0.209,7.684,+0.45,-13.56,-0.14,37,-149,65
-5.998,-0.209,7.684,+0.69,-13.37,-0.14,37,-149,65
-5.998,-0.209,7.684,+1.18,-12.88,-0.08,32,-150,66
-5.998,-0.209,7.761,+1.49,-12.46,+0.04,32,-150,66
-5.921,-0.209,7.761,+1.55,-12.09,-0.02,34,-146,66
-5.921,-0.209,7.761,+1.30,-11.36,-0.27,34,-146,66
-5.844,-0.209,7.761,+0.69,-10.75,-0.51,35,-149,67
-5.844,-0.209,7.837,+0.21,-10.02,-0.33,35,-149,67
-5.844,-0.209,7.837,-0.28,-9.47,+0.04,36,-146,62
-5.844,-0.133,7.837,-0.28,-9.28,-0.14,36,-146,62
-5.844,-0.133,7.837,-0.40,-8.73,-0.14,38,-146,64
-5.844,-0.133,7.837,-0.28,-8.37,-0.39,38,-146,64
-5.844,-0.133,7.761,+0.14,-8.86,-0.51,39,-145,63
-5.921,-0.209,7.761,+0.33,-10.02,-0.45,39,-145,63
-5.921,-0.209,7.761,+0.39,-10.69,-0.21,30,-146,62
-5.921,-0.209,7.761,+0.69,-11.48,-0.08,30,-146,62
-5.921,-0.209,7.761,+0.75,-11.97,+0.16,38,-142,66
-5.921,-0.209,7.761,+0.88,-12.52,+0.16,38,-142,66
-5.921,-0.209,7.761,+0.82,-12.40,+0.10,29,-149,65
-5.921,-0.209,7.837,+1.12,-11.79,-0.02,29,-149,65
-5.844,-0.209,7.837,+1.12,-10.81,-0.27,32,-148,60
-5.844,-0.209,7.914,+0.69,-10.14,-0.39,32,-148,60
-5.768,-0.209,7.914,+0.39,-9.59,-0.33,38,-146,58
-5.768,-0.209,7.914,+0.27,-9.34,-0.14,38,-146,58
-5.768,-0.133,7.914,+0.08,-9.28,-0.21,35,-147,67
-5.768,-0.133,7.914,-0.04,-9.89,-0.27,35,-147,67
-5.768,-0.133,7.837,-0.22,-10.69,-0.27,30,-148,64
-5.768,-0.133,7.837,-0.04,-11.48,-0.02,30,-148,64
-5.768,-0.133,7.837,+0.45,-12.15,+0.04,39,-145,69
-5.768,-0.133,7.914,+0.63,-12.64,+0.04,39,-145,69
-5.768,-0.133,7.914,+0.63,-12.58,+0.16,30,-142,62
-5.691,-0.133,7.914,+0.94,-11.85,+0.16,30,-142,62
-5.691,-0.209,7.991,+1.00,-10.99,+0.22,31,-149,67
-5.691,-0.209,7.991,+0.94,-9.71,+0.10,31,-149,67
-5.614,-0.209,7.991,+0.75,-8.37,+0.22,34,-146,62
-5.538,-0.209,7.991,+0.63,-6.96,+0.10,34,-146,62
-5.538,-0.209,7.991,+0.63,-5.01,-0.08,32,-142,60
-5.538,-0.209,7.991,+0.21,-3.61,-0.39,32,-142,60
-5.538,-0.209,7.991,+0.02,-2.75,-0.39,31,-145,65
-5.538,-0.133,7.991,-0.34,-2.32,-0.21,31,-145,65
-5.538,-0.133,7.991,-0.34,-2.14,-0.21,37,-141,59
-5.538,-0.133,7.991,-0.40,-2.14,-0.21,37,-141,59
-5.614,-0.133,7.991,-0.53,-2.26,-0.45,33,-143,65
-5.614,-0.133,7.991,-0.47,-2.39,-0.45,33,-143,65
-5.691,-0.209,7.991,-0.16,-2.87,-0.21,33,-145,63
-5.691,-0.209,7.991,+0.27,-3.61,-0.02,33,-145,63
-5.691,-0.209,7.991,+0.57,-4.03,-0.02,31,-149,63
-5.691,-0.209,7.991,+0.57,-4.22,-0.27,31,-149,63
-5.768,-0.209,7.914,+0.69,-4.52,-0.08,33,-143,63
-5.768,-0.209,7.914,+0.69,-4.95,-0.08,33,-143,63
-5.768,-0.209,7.914,+0.33,-5.50,+0.04,37,-145,67
-5.691,-0.209,7.914,+0.14,-5.74,-0.02,37,-145,67
-5.691,-0.133,7.914,+0.02,-5.50,-0.02,33,-143,59
-5.691,-0.209,7.991,-0.04,-5.56,+0.04,33,-143,59
-5.691,-0.209,7.991,-0.16,-5.56,-0.02,32,-148,62
-5.691,-0.209,7.991,-0.16,-5.56,-0.02,32,-148,62
-5.691,-0.209,7.991,+0.14,-5.74,-0.08,28,-144,56
-5.691,-0.209,7.991,+0.51,-5.86,-0.39,28,-144,56
-5.768,-0.209,7.991,+0.51,-6.90,-0.69,34,-146,68
-5.768,-0.209,7.991,+0.45,-8.37,-0.57,34,-146,68
-5.844,-0.209,7.991,+0.27,-10.81,-0.39,35,-145,59
-5.844,-0.209,7.914,+0.14,-13.56,-0.33,35,-145,59
-5.921,-0.209,7.914,-0.04,-16.30,-0.21,32,-144,60
-5.921,-0.133,7.914,-0.04,-18.93,-0.14,32,-144,60
-5.921,-0.209,7.914,+0.21,-21.61,+0.04,37,-145,63
-5.921,-0.209,7.991,+0.69,-23.26,+0.16,37,-145,63
-5.844,-0.209,7.991,+1.12,-23.93,+0.16,33,-145,61
-5.844,-0.209,7.991,+1.61,-23.93,-0.02,33,-145,61
-5.768,-0.209,7.991,+1.91,-23.14,-0.02,30,-142,58
-5.614,-0.286,8.067,+2.16,-21.67,-0.02,30,-142,58
-5.538,-0.286,8.067,+2.22,-19.84,-0.02,35,-141,59
