cnt,flyState,setpoint.h [m],setpoint.pitch [deg],setpoint.roll [deg],setpoint.yaw [deg],motval_avg [frac],motval_0 [frac],motval_1 [frac],motval_2 [frac],motval_3 [frac],hor_velocities.xv,hor_velocities.yv,hor_velocities.dt,hor_velocities.seqNum,att.ts [s],att.ax [m/s^2],att.ay [m/s^2],att.az [m/s^2],att.gx [deg/s],att.gx_kalman [deg/s],att.gx_bias_kalman [deg/s],att.gy [deg/s],att.gy_kalman [deg/s],att.gy_bias_kalman [deg/s],att.gz [deg/s],att.hv [m/sec],att.h [m],att.pitch [deg],att.roll [deg],att.yaw [deg],xPos [m],yPos [m],targetXVel [m/s],targetYVel [m/s],targetPitch [deg],targetRoll [deg],adj_pitch,adj_roll,adj_yaw,adj_h
4237,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.619978,0.635629,0.700022,0.684371,0.466977,0.155659,0.032196,588,946693351.303039,0.346417,-1.478015,-9.829160,-13.122654,-13.507904,0.385250,1.980957,1.595706,-0.590498,12.432936,0.038251,1.002320,-2.280025,-0.559967,-5.956096,1.352629,0.364610,0.000000,0.000000,0.000000,0.000000,0.032197,-0.007825,0.000000,0.000000
4238,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.621917,0.634978,0.698084,0.685022,0.466977,0.155659,0.032196,588,946693351.308105,0.116495,0.131438,-10.135722,-30.579242,-30.957659,0.378417,11.136509,10.758093,-0.603976,14.996492,0.038251,1.002320,-2.199553,-0.706155,-5.880123,1.354994,0.365399,0.000000,0.000000,0.000000,0.000000,0.031553,-0.006531,0.000000,0.000000
4239,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.621854,0.634778,0.698146,0.685223,0.466977,0.155659,0.032196,588,946693351.313018,-0.649911,1.051126,-10.365644,-10.559099,-10.906857,0.347759,-0.277413,-0.625172,-0.597471,48.017518,0.038251,1.002320,-2.208114,-0.711978,-5.644214,1.357289,0.366164,0.000000,0.000000,0.000000,0.000000,0.031684,-0.006462,0.000000,0.000000
4240,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.622908,0.634569,0.697092,0.685431,0.466977,0.155659,0.032196,588,946693351.317932,0.039855,-1.018171,-10.135722,-6.469619,-6.840734,0.371115,6.985992,6.614877,-0.608685,33.795893,0.038251,1.002320,-2.153323,-0.781981,-5.478140,1.359583,0.366929,0.000000,0.000000,0.000000,0.000000,0.031261,-0.005831,0.000000,0.000000
4241,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.625262,0.633485,0.694738,0.686515,0.466977,0.155659,0.032196,588,946693351.322998,0.116495,-0.788249,-10.059082,-32.837610,-33.225251,0.387639,11.014436,10.626797,-0.621593,7.916197,0.038251,1.002320,-2.074267,-0.976041,-5.438036,1.361949,0.367717,0.000000,0.000000,0.000000,0.000000,0.030627,-0.004111,0.000000,0.000000
4242,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.625535,0.633083,0.694466,0.686917,0.466977,0.155659,0.032196,588,946693351.327941,-0.573270,1.281048,-10.212363,-18.982208,-19.331370,0.349162,0.821253,0.472091,-0.616231,37.030855,0.038251,1.002320,-2.075516,-1.011652,-5.254997,1.364257,0.368487,0.000000,0.000000,0.000000,0.000000,0.030691,-0.003774,0.000000,0.000000
4243,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.625889,0.633211,0.694111,0.686789,0.466977,0.155659,0.032196,588,946693351.332977,-0.266708,-0.021843,-9.752520,-2.929472,-3.274422,0.344951,5.399030,5.054079,-0.618471,56.928924,0.038251,1.002320,-2.041721,-1.021582,-4.968296,1.366609,0.369271,0.000000,0.000000,0.000000,0.000000,0.030450,-0.003661,0.000000,0.000000
4244,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.627865,0.632248,0.692135,0.687752,0.466977,0.155659,0.032196,588,946693351.337951,-0.113427,-1.478015,-9.905801,-21.973021,-22.352387,0.379366,10.281991,9.902624,-0.624703,15.240638,0.038251,1.002320,-1.977765,-1.186374,-4.892491,1.368932,0.370045,0.000000,0.000000,0.000000,0.000000,0.029943,-0.002192,0.000000,0.000000
4245,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.628607,0.631329,0.691393,0.688671,0.474897,0.158299,0.032196,588,946693351.343078,-0.726552,1.127766,-10.059082,-28.442945,-28.786123,0.343178,1.675771,1.332594,-0.614567,27.203894,0.195500,1.019320,-1.981809,-1.277593,-4.753014,1.371366,0.370856,0.000000,0.000000,0.000000,0.000000,0.030032,-0.001361,0.000000,0.000000
4246,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.627911,0.631692,0.692089,0.688308,0.474897,0.158299,0.032196,588,946693351.348114,-0.803192,1.204407,-9.752520,1.037934,0.733677,0.304258,0.760216,0.455958,-0.601773,58.943147,0.195500,1.019320,-1.994881,-1.213270,-4.456177,1.373758,0.371654,0.000000,0.000000,0.000000,0.000000,0.030199,-0.001891,0.000000,0.000000
4247,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.628761,0.631179,0.691239,0.688821,0.474897,0.158299,0.032196,588,946693351.353027,-0.573270,-0.864890,-9.829160,-9.216284,-9.538181,0.321897,6.558733,6.236837,-0.595322,24.518266,0.195500,1.019320,-1.969783,-1.287610,-4.335719,1.376091,0.372431,0.000000,0.000000,0.000000,0.000000,0.030030,-0.001209,0.000000,0.000000
4248,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.629068,0.629557,0.690933,0.690443,0.474897,0.158299,0.032196,588,946693351.357940,-1.416317,0.821204,-9.829160,-30.579242,-30.872053,0.292810,-5.465560,-5.758370,-0.566280,8.038270,0.195500,1.019320,-2.039098,-1.393969,-4.296227,1.378424,0.373209,0.000000,0.000000,0.000000,0.000000,0.030688,-0.000245,0.000000,0.000000
4249,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.626793,0.629279,0.693207,0.690721,0.474897,0.158299,0.032196,588,946693351.363006,-1.492958,2.583938,-9.522597,-0.304880,-0.520097,0.215217,-18.344370,-18.559586,-0.534541,39.838558,0.195500,1.019320,-2.178763,-1.275735,-4.094404,1.380830,0.374011,0.000000,0.000000,0.000000,0.000000,0.031964,-0.001243,0.000000,0.000000
4250,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.625059,0.629562,0.694942,0.690438,0.474897,0.158299,0.032196,588,946693351.367950,-1.263036,0.897845,-9.216035,14.282968,14.099438,0.183531,-7.723930,-7.907460,-0.508384,35.199746,0.195500,1.019320,-2.255186,-1.156666,-3.920378,1.383178,0.374794,0.000000,0.000000,0.000000,0.000000,0.032690,-0.002252,0.000000,0.000000
4251,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.623545,0.627639,0.696455,0.692361,0.474897,0.158299,0.032196,588,946693351.372955,-2.182724,0.744563,-9.216035,-12.329172,-12.485380,0.156208,-22.372813,-22.529021,-0.457092,0.408643,0.195500,1.019320,-2.444776,-1.176593,-3.918332,1.385555,0.375586,0.000000,0.000000,0.000000,0.000000,0.034408,-0.002047,0.000000,0.000000
4252,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.620415,0.626036,0.699585,0.693964,0.474897,0.158299,0.032196,588,946693351.377960,-2.642567,3.043782,-8.986113,-10.864284,-10.927155,0.062870,-32.871181,-32.934049,-0.392601,15.606861,0.195500,1.019320,-2.707795,-1.085881,-3.840220,1.387932,0.376378,0.000000,0.000000,0.000000,0.000000,0.036774,-0.002810,0.000000,0.000000
4253,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.616183,0.626236,0.703817,0.693764,0.475214,0.158405,0.032196,588,946693351.383087,-2.182724,2.737220,-8.679550,23.743707,23.767283,-0.023576,-27.621998,-27.598421,-0.339854,26.593525,0.220999,1.020000,-2.929834,-0.829371,-3.703873,1.390368,0.377190,0.000000,0.000000,0.000000,0.000000,0.038791,-0.005027,0.000000,0.000000
4254,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.611963,0.624149,0.708037,0.695851,0.475214,0.158405,0.032196,588,946693351.388122,-2.949130,1.051126,-8.909472,13.794672,13.853302,-0.058629,-48.130435,-48.071805,-0.268961,3.338420,0.220999,1.020000,-3.281248,-0.705015,-3.687065,1.392761,0.377988,0.000000,0.000000,0.000000,0.000000,0.041944,-0.006093,0.000000,0.000000
4255,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.607444,0.620866,0.712556,0.699134,0.475214,0.158405,0.032196,588,946693351.393310,-3.868817,2.430657,-8.832831,-8.789025,-8.654840,-0.134185,-55.882136,-55.747950,-0.174922,-0.079653,0.220999,1.020000,-3.716734,-0.632229,-3.687478,1.395226,0.378810,0.000000,0.000000,0.000000,0.000000,0.045845,-0.006711,0.000000,0.000000
4256,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.601690,0.619617,0.718310,0.700383,0.475214,0.158405,0.032196,588,946693351.397979,-3.102411,3.580266,-8.296348,17.945189,18.191181,-0.245993,-57.774283,-57.528287,-0.097618,11.212195,0.220999,1.020000,-4.106479,-0.373082,-3.635127,1.397445,0.379549,0.000000,0.000000,0.000000,0.000000,0.049347,-0.008964,0.000000,0.000000
4257,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.595553,0.617995,0.724447,0.702005,0.475214,0.158405,0.032196,588,946693351.403015,-3.408973,1.357688,-8.526269,37.782220,38.071410,-0.289189,-60.398879,-60.109689,-0.016264,22.259896,0.220999,1.020000,-4.537297,-0.114066,-3.523027,1.399838,0.380347,0.000000,0.000000,0.000000,0.000000,0.053226,-0.011221,0.000000,0.000000
4258,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.590186,0.613655,0.729814,0.706345,0.475214,0.158405,0.032196,588,946693351.407958,-4.328661,0.667923,-8.756191,5.066377,5.376390,-0.310013,-77.855470,-77.545454,0.083810,-2.032838,0.220999,1.020000,-5.078452,-0.055050,-3.533075,1.402187,0.381130,0.000000,0.000000,0.000000,0.000000,0.058080,-0.011734,0.000000,0.000000
4259,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.583781,0.609903,0.736220,0.710097,0.475214,0.158405,0.032196,588,946693351.412963,-3.638895,2.200735,-8.066425,7.690970,8.072471,-0.381501,-85.363023,-84.981522,0.171675,4.315012,0.220999,1.020000,-5.643429,0.096716,-3.511478,1.404566,0.381923,0.000000,0.000000,0.000000,0.000000,0.063158,-0.013061,0.000000,0.000000
4260,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.577311,0.607702,0.742689,0.712298,0.475214,0.158405,0.032196,588,946693351.417938,-3.102411,1.051126,-8.449629,38.575700,38.989026,-0.413326,-75.230874,-74.817545,0.237860,34.345228,0.220999,1.020000,-6.121988,0.340263,-3.340612,1.406930,0.382711,0.000000,0.000000,0.000000,0.000000,0.067494,-0.015196,0.000000,0.000000
4261,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.571190,0.602862,0.748810,0.717138,0.479332,0.159777,0.032196,588,946693351.423126,-3.792176,-0.864890,-8.679550,22.156743,22.541290,-0.384547,-92.809534,-92.424988,0.317420,9.075900,0.118998,1.028840,-6.729053,0.412381,-3.293527,1.409417,0.383540,0.000000,0.000000,0.000000,0.000000,0.072974,-0.015836,0.000000,0.000000
4262,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.565555,0.597822,0.754445,0.722178,0.479332,0.159777,0.032196,588,946693351.428161,-3.102411,-0.175124,-7.989785,8.606525,8.983052,-0.376527,-96.410724,-96.034196,0.382981,4.925382,0.118998,1.028840,-7.318542,0.445118,-3.268727,1.411830,0.384344,0.000000,0.000000,0.000000,0.000000,0.078311,-0.016134,0.000000,0.000000
4263,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.560099,0.595108,0.759901,0.724892,0.479332,0.159777,0.032196,588,946693351.433044,-2.182724,0.438001,-8.296348,27.772149,28.160093,-0.387945,-80.296948,-79.909000,0.415874,29.645375,0.118998,1.028840,-7.763901,0.600410,-3.123971,1.414171,0.385124,0.000000,0.000000,0.000000,0.000000,0.082396,-0.017504,0.000000,0.000000
4264,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.554569,0.591295,0.765431,0.728705,0.479332,0.159777,0.032196,588,946693351.437988,-2.259364,-1.478015,-8.602910,34.669334,35.008033,-0.338701,-93.297831,-92.959129,0.446237,29.035005,0.118998,1.028840,-8.274682,0.696777,-2.980419,1.416541,0.385914,0.000000,0.000000,0.000000,0.000000,0.087068,-0.018363,0.000000,0.000000
4265,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.550266,0.586392,0.769734,0.733609,0.479332,0.159777,0.032196,588,946693351.442993,-2.336005,-2.397702,-8.296348,17.090670,17.350260,-0.259590,-89.452503,-89.192915,0.479003,2.361827,0.118998,1.028840,-8.775831,0.660377,-2.968598,1.418940,0.386714,0.000000,0.000000,0.000000,0.000000,0.091671,-0.018063,0.000000,0.000000
4266,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.546868,0.583095,0.773132,0.736905,0.479332,0.159777,0.032196,588,946693351.447967,-1.416317,-1.094812,-8.526269,12.329783,12.551747,-0.221964,-70.714138,-70.492177,0.480413,5.840938,0.118998,1.028840,-9.132151,0.664194,-2.939545,1.421324,0.387509,0.000000,0.000000,0.000000,0.000000,0.095019,-0.018113,0.000000,0.000000
4267,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.542706,0.580345,0.777294,0.739655,0.479332,0.159777,0.032196,588,946693351.452972,-0.803192,-1.248093,-8.602910,28.748741,28.928287,-0.179545,-79.076209,-78.896664,0.460774,27.692191,0.118998,1.028840,-9.499640,0.742901,-2.800946,1.423723,0.388309,0.000000,0.000000,0.000000,0.000000,0.098475,-0.018820,0.000000,0.000000
4268,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.539514,0.576827,0.780486,0.743173,0.479332,0.159777,0.032196,588,946693351.458068,-1.416317,-2.934186,-8.602910,23.987854,24.075196,-0.087343,-69.798579,-69.711234,0.458393,2.789087,0.118998,1.028840,-9.853957,0.721963,-2.786733,1.426166,0.389123,0.000000,0.000000,0.000000,0.000000,0.101829,-0.018656,0.000000,0.000000
4269,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.537940,0.574242,0.782060,0.745758,0.484560,0.161520,0.032196,588,946693351.463104,-0.649911,-2.091140,-8.602910,8.972747,8.992547,-0.019800,-49.229102,-49.209301,0.431319,-25.532089,0.250751,1.040060,-10.061873,0.662034,-2.915313,1.428606,0.389936,0.000000,0.000000,0.000000,0.000000,0.103909,-0.018151,0.000000,0.000000
4270,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.535696,0.572327,0.784304,0.747673,0.484560,0.161520,0.032196,588,946693351.468139,0.116495,-1.018171,-8.372988,14.466080,14.449984,0.016095,-56.919765,-56.935860,0.379136,1.202124,0.250751,1.040060,-10.269086,0.678874,-2.909260,1.431046,0.390749,0.000000,0.000000,0.000000,0.000000,0.105988,-0.018316,0.000000,0.000000
4271,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.533979,0.570853,0.786021,0.749147,0.484560,0.161520,0.032196,588,946693351.473052,-0.573270,-1.937858,-8.986113,21.729484,21.652754,0.076730,-40.744955,-40.821685,0.347212,7.427900,0.250751,1.040060,-10.421236,0.690791,-2.872767,1.433426,0.391543,0.000000,0.000000,0.000000,0.000000,0.107584,-0.018437,0.000000,0.000000
4272,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.533333,0.569697,0.786667,0.750303,0.484560,0.161520,0.032196,588,946693351.477966,-0.266708,-2.014499,-8.602910,14.466080,14.324109,0.141970,-27.438885,-27.580856,0.306113,-40.547197,0.250751,1.040060,-10.493546,0.659542,-3.072013,1.435807,0.392337,0.000000,0.000000,0.000000,0.000000,0.108485,-0.018182,0.000000,0.000000
4273,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532623,0.568466,0.787377,0.751534,0.484560,0.161520,0.032196,588,946693351.483001,0.116495,-1.018171,-8.296348,5.005341,4.827425,0.177916,-32.077701,-32.255617,0.252475,-36.396679,0.250751,1.040060,-10.572774,0.627853,-3.255272,1.438247,0.393150,0.000000,0.000000,0.000000,0.000000,0.109455,-0.017922,0.000000,0.000000
4274,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532245,0.568017,0.787755,0.751983,0.484560,0.161520,0.032196,588,946693351.487976,-0.190067,-0.405046,-8.986113,3.723563,3.530548,0.193015,-16.818445,-17.011459,0.208269,-9.357280,0.250751,1.040060,-10.588615,0.621896,-3.301824,1.440658,0.393953,0.000000,0.000000,0.000000,0.000000,0.109869,-0.017886,0.000000,0.000000
4275,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.531765,0.568926,0.788235,0.751074,0.484560,0.161520,0.032196,588,946693351.493011,-0.036786,-0.405046,-8.449629,20.630817,20.421566,0.209251,-3.634449,-3.843701,0.159790,-41.157566,0.250751,1.040060,-10.532201,0.699427,-3.509054,1.443097,0.394767,0.000000,0.000000,0.000000,0.000000,0.109655,-0.018581,0.000000,0.000000
4276,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.531645,0.568879,0.788355,0.751121,0.484560,0.161520,0.032196,588,946693351.497985,-0.190067,-0.864890,-8.219707,10.559710,10.318834,0.240876,-9.066744,-9.307620,0.116484,-42.134160,0.250751,1.040060,-10.510416,0.701487,-3.718630,1.445508,0.395570,0.000000,0.000000,0.000000,0.000000,0.109738,-0.018617,0.000000,0.000000
4277,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532558,0.568306,0.787442,0.751694,0.489312,0.163104,0.032196,588,946693351.503112,-0.726552,0.054798,-8.909472,-16.357615,-16.599727,0.242112,1.858883,1.616771,0.089151,-23.945127,0.267747,1.050260,-10.458767,0.614456,-3.841395,1.448016,0.396406,0.000000,0.000000,0.000000,0.000000,0.109568,-0.017874,0.000000,0.000000
4278,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532793,0.570293,0.787207,0.749707,0.489312,0.163104,0.032196,588,946693351.508148,-0.190067,1.127766,-8.296348,9.461043,9.252074,0.208970,18.399915,18.190946,0.046768,-32.612385,0.267747,1.050260,-10.300318,0.712678,-4.005631,1.450481,0.397228,0.000000,0.000000,0.000000,0.000000,0.108457,-0.018750,0.000000,0.000000
4279,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532277,0.572028,0.787723,0.747972,0.489312,0.163104,0.032196,588,946693351.513061,-0.803192,-0.251765,-8.219707,29.847408,29.626209,0.221198,13.455916,13.234718,0.024988,-25.043794,0.267747,1.050260,-10.200399,0.839183,-4.128673,1.452885,0.398029,0.000000,0.000000,0.000000,0.000000,0.107848,-0.019876,0.000000,0.000000
4280,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.533115,0.571435,0.786885,0.748565,0.489312,0.163104,0.032196,588,946693351.517974,-1.646239,-0.634968,-8.679550,-9.521469,-9.765951,0.244482,9.854732,9.610250,0.027738,-16.132390,0.267747,1.050260,-10.156404,0.754930,-4.207931,1.455289,0.398830,0.000000,0.000000,0.000000,0.000000,0.107725,-0.019160,0.000000,0.000000
4281,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.533748,0.571789,0.786252,0.748211,0.489312,0.163104,0.032196,588,946693351.523071,-1.186395,1.204407,-7.836504,-14.892727,-15.099486,0.206759,15.042879,14.836121,0.020853,-23.700979,0.267747,1.050260,-10.069110,0.736729,-4.328736,1.457783,0.399662,0.000000,0.000000,0.000000,0.000000,0.107232,-0.019021,0.000000,0.000000
4282,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532681,0.573689,0.787319,0.746311,0.489312,0.163104,0.032196,588,946693351.527984,-1.569598,0.514642,-7.989785,30.091557,29.897911,0.193646,17.423323,17.229677,0.026144,-2.399060,0.267747,1.050260,-9.991882,0.904044,-4.340522,1.460187,0.400463,0.000000,0.000000,0.000000,0.000000,0.106815,-0.020504,0.000000,0.000000
4283,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532289,0.573342,0.787711,0.746658,0.489312,0.163104,0.032196,588,946693351.533020,-2.642567,-0.941530,-8.219707,11.048006,10.819291,0.228715,9.061251,8.832536,0.063003,19.024934,0.267747,1.050260,-10.003985,0.903901,-4.244712,1.462651,0.401284,0.000000,0.000000,0.000000,0.000000,0.107184,-0.020527,0.000000,0.000000
4284,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.532367,0.572724,0.787633,0.747276,0.489312,0.163104,0.032196,588,946693351.537994,-2.489286,0.438001,-7.529941,-11.962950,-12.180032,0.217082,12.113102,11.896019,0.102076,-18.085573,0.267747,1.050260,-10.005111,0.861440,-4.334670,1.465085,0.402096,0.000000,0.000000,0.000000,0.000000,0.107455,-0.020178,0.000000,0.000000
4285,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.530679,0.573839,0.789321,0.746161,0.489787,0.163262,0.032196,588,946693351.543121,-2.259364,1.664251,-7.683222,14.832301,14.668043,0.164257,8.878140,8.713883,0.132158,-6.610614,0.140250,1.051280,-10.007128,1.018927,-4.368563,1.467596,0.402933,0.000000,0.000000,0.000000,0.000000,0.107741,-0.021580,0.000000,0.000000
4286,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.529663,0.573769,0.790337,0.746231,0.489787,0.163262,0.032196,588,946693351.548156,-3.025770,0.131438,-8.143066,10.498673,10.333731,0.164941,8.939177,8.774235,0.180939,48.505815,0.140250,1.051280,-10.039019,1.069891,-4.124334,1.470062,0.403755,0.000000,0.000000,0.000000,0.000000,0.108284,-0.022053,0.000000,0.000000
4287,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.528942,0.573222,0.791058,0.746778,0.489787,0.163262,0.032196,588,946693351.553070,-3.332333,0.438001,-7.529941,-1.830806,-1.985127,0.154322,12.113102,11.958780,0.245955,-8.930021,0.140250,1.051280,-10.081992,1.076680,-4.168215,1.472469,0.404557,0.000000,0.000000,0.000000,0.000000,0.108918,-0.022140,0.000000,0.000000
4288,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.527003,0.573444,0.792997,0.746556,0.489787,0.163262,0.032196,588,946693351.558013,-2.872489,1.970813,-7.683222,4.822230,4.730091,0.092139,1.858883,1.766744,0.294744,-12.287056,0.140250,1.051280,-10.150267,1.196933,-4.228950,1.474890,0.405364,0.000000,0.000000,0.000000,0.000000,0.109777,-0.023220,0.000000,0.000000
4289,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.526508,0.573619,0.793492,0.746381,0.489787,0.163262,0.032196,588,946693351.563049,-2.412645,1.664251,-8.143066,-8.117618,-8.161105,0.043487,12.052065,12.008578,0.324756,36.786706,0.140250,1.051280,-10.137960,1.231623,-4.043692,1.477356,0.406186,0.000000,0.000000,0.000000,0.000000,0.109937,-0.023556,0.000000,0.000000
4290,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.525942,0.574232,0.794058,0.745768,0.489787,0.163262,0.032196,588,946693351.567993,-2.872489,1.204407,-7.836504,1.831416,1.823014,0.008401,21.879026,21.870625,0.372019,-10.150761,0.140250,1.051280,-10.105256,1.295293,-4.093878,1.479778,0.406993,0.000000,0.000000,0.000000,0.000000,0.109913,-0.024145,0.000000,0.000000
4291,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.524337,0.575025,0.795663,0.744975,0.489787,0.163262,0.032196,588,946693351.573028,-2.872489,1.434329,-8.143066,13.916746,13.948707,-0.031961,10.831324,10.863285,0.415908,-8.380688,0.140250,1.051280,-10.121184,1.428399,-4.136074,1.482244,0.407815,0.000000,0.000000,0.000000,0.000000,0.110319,-0.025344,0.000000,0.000000
4292,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.524480,0.574389,0.795520,0.745611,0.489787,0.163262,0.032196,588,946693351.578002,-2.336005,1.281048,-8.526269,-20.447095,-20.381357,-0.065740,8.511918,8.577657,0.440434,26.837673,0.140250,1.051280,-10.119245,1.379643,-4.002584,1.484680,0.408628,0.000000,0.000000,0.000000,0.000000,0.110565,-0.024954,0.000000,0.000000
4293,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.526066,0.575587,0.793934,0.744413,0.485352,0.161784,0.032196,588,946693351.583526,-1.722880,1.281048,-8.602910,-14.404430,-14.305114,-0.099316,37.138280,37.237594,0.447029,4.803308,-0.106251,1.041760,-9.926831,1.352909,-3.976050,1.487361,0.409521,0.000000,0.000000,0.000000,0.000000,0.109173,-0.024760,0.000000,-0.000000
4294,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.525352,0.577660,0.794648,0.742340,0.485352,0.161784,0.032196,588,946693351.588714,-2.106083,1.127766,-8.602910,21.302225,21.429669,-0.127445,26.945098,27.072543,0.465612,0.164495,-0.106251,1.041760,-9.818401,1.507900,-3.975197,1.489879,0.410361,0.000000,0.000000,0.000000,0.000000,0.108494,-0.026154,0.000000,-0.000000
4295,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.526023,0.577709,0.793977,0.742291,0.485352,0.161784,0.032196,588,946693351.593200,-2.182724,-0.175124,-9.292676,-4.760583,-4.645153,-0.115429,21.207618,21.323048,0.481963,28.119450,-0.106251,1.041760,-9.750906,1.468338,-3.849054,1.492056,0.411086,0.000000,0.000000,0.000000,0.000000,0.108134,-0.025843,0.000000,-0.000000
4296,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.528718,0.577675,0.791282,0.742325,0.485352,0.161784,0.032196,588,946693351.598052,-1.186395,0.361360,-8.909472,-34.668723,-34.548511,-0.120212,34.635764,34.755975,0.472602,6.390271,-0.106251,1.041760,-9.570560,1.308158,-3.818048,1.494411,0.411871,0.000000,0.000000,0.000000,0.000000,0.106803,-0.024478,0.000000,-0.000000
4297,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.530410,0.580261,0.789590,0.739739,0.485352,0.161784,0.032196,588,946693351.603057,-1.416317,0.897845,-9.369316,3.235267,3.374896,-0.139629,53.984498,54.124127,0.469294,-4.962615,-0.106251,1.041760,-9.297564,1.355298,-3.842886,1.496840,0.412681,0.000000,0.000000,0.000000,0.000000,0.104665,-0.024925,0.000000,-0.000000
4298,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.531701,0.581252,0.788299,0.738748,0.485352,0.161784,0.032196,588,946693351.608062,-1.646239,-0.481687,-9.292676,1.953490,2.072840,-0.119350,33.415021,33.534372,0.473569,43.500779,-0.106251,1.041760,-9.139351,1.334081,-3.625164,1.499270,0.413491,0.000000,0.000000,0.000000,0.000000,0.103523,-0.024775,0.000000,-0.000000
4299,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.534988,0.581872,0.785012,0.738128,0.485352,0.161784,0.032196,588,946693351.613067,-1.569598,-0.634968,-9.599238,-24.048280,-23.952326,-0.095955,51.115757,51.211711,0.475443,4.315012,-0.106251,1.041760,-8.888816,1.177755,-3.603567,1.501699,0.414301,0.000000,0.000000,0.000000,0.000000,0.101570,-0.023442,0.000000,-0.000000
4300,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.537626,0.584256,0.782374,0.735744,0.485352,0.161784,0.032196,588,946693351.618072,-0.649911,1.127766,-9.216035,-12.268136,-12.144756,-0.123380,56.425980,56.549360,0.454031,-13.019501,-0.106251,1.041760,-8.575321,1.159693,-3.668730,1.504128,0.415110,0.000000,0.000000,0.000000,0.000000,0.099059,-0.023315,0.000000,-0.000000
4301,11,0.500000,0.000000,0.000000,0.051424,0.660000,0.540776,0.586212,0.779224,0.733788,0.479966,0.159989,0.032196,588,946693351.623138,-1.263036,-0.175124,-9.599238,-11.169469,-11.056148,-0.113321,62.041382,62.154702,0.450439,48.627888,-0.263500,1.030200,-8.257710,1.088015,-3.422385,1.506559,0.415921,0.000000,0.000000,0.000000,0.000000,0.096506,-0.022718,0.000000,-0.000000
